id	Üst Kategori	Alt Kategori 1	Alt Kategori 2	Ürün Grubu (Leaf)	Komisyon % (KDV Dahil)	Pazarlama Hizmet Bedeli %	Pazaryeri Hizmet Bedeli %	Hakediş Süresi (Gün)
n11-1795	Evcil Hayvan Ürünleri	Balık	Filtre Malzemeleri	Bakteri Kültürü	18%	%1	%0.67	24
n11-1796	Evcil Hayvan Ürünleri	Balık	Filtre Malzemeleri	Karbon Kömür	18%	%1	%0.67	24
n11-1797	Evcil Hayvan Ürünleri	Balık	Filtre Malzemeleri	Peat Torf	18%	%1	%0.67	24
n11-1798	Evcil Hayvan Ürünleri	Balık	Filtre Malzemeleri	Seramik	18%	%1	%0.67	24
n11-1799	Evcil Hayvan Ürünleri	Balık	Filtre Malzemeleri	Zeolit	18%	%1	%0.67	24
n11-1800	Evcil Hayvan Ürünleri	Balık	Filtre Malzemeleri	Elyaf & Sünger	18%	%1	%0.67	24
n11-1801	Evcil Hayvan Ürünleri	Balık	Filtre Malzemeleri	Testler	18%	%1	%0.67	24
n11-1802	Evcil Hayvan Ürünleri	Balık	Filtre Malzemeleri	Bioball	18%	%1	%0.67	24
n11-1803	Evcil Hayvan Ürünleri	Hizmetler	Kuaför	Kuaför	18%	%1	%0.67	24
n11-1804	Evcil Hayvan Ürünleri	Hizmetler	Köpek Gezdirme	Köpek Gezdirme	18%	%1	%0.67	24
n11-1805	Evcil Hayvan Ürünleri	Hizmetler	Köpek Eğitimi	Köpek Eğitimi	18%	%1	%0.67	24
n11-1806	Evcil Hayvan Ürünleri	Hizmetler	Bağış Mamaları	Bağış Mamaları	18%	%1	%0.67	24
n11-1807	Evcil Hayvan Ürünleri	Kedi	Kedi Kıyafeti	Kedi Kıyafeti	18%	%1	%0.67	24
n11-1808	Evcil Hayvan Ürünleri	Kedi	Kedi Kapısı & Flap	Kedi Kapısı & Flap	18%	%1	%0.67	24
n11-1809	Evcil Hayvan Ürünleri	Kedi	Kedi Kumu & Kedi Tuvaleti	Kristal Kum	15%	%1	%0.67	24
n11-1810	Evcil Hayvan Ürünleri	Kedi	Kedi Kumu & Kedi Tuvaleti	Kum Kürekleri	15%	%1	%0.67	24
n11-1811	Evcil Hayvan Ürünleri	Kedi	Kedi Kumu & Kedi Tuvaleti	Bentonit Kum	15%	%1	%0.67	24
n11-1812	Evcil Hayvan Ürünleri	Kedi	Kedi Kumu & Kedi Tuvaleti	Kedi Tuvaleti Paspası	18%	%1	%0.67	24
n11-1813	Evcil Hayvan Ürünleri	Kedi	Kedi Kumu & Kedi Tuvaleti	Kedi Tuvaleti	18%	%1	%0.67	24
n11-1814	Evcil Hayvan Ürünleri	Kedi	Kedi Maması	Kedi Kuru Mama	15%	%1	%0.67	24
n11-1815	Evcil Hayvan Ürünleri	Kedi	Kedi Maması	Konserve Mama	15%	%1	%0.67	24
n11-1816	Evcil Hayvan Ürünleri	Kedi	Kedi Maması	Pate & Pouch	15%	%1	%0.67	24
n11-1817	Evcil Hayvan Ürünleri	Kedi	Kedi Maması	Ödül & Bisküvi	15%	%1	%0.67	24
n11-1818	Evcil Hayvan Ürünleri	Kedi	Mama Kabı & Suluk	Otomatik Kaplar	18%	%1	%0.67	24
n11-1819	Evcil Hayvan Ürünleri	Kedi	Mama Kabı & Suluk	Melamin Kaplar	18%	%1	%0.67	24
n11-1820	Evcil Hayvan Ürünleri	Kedi	Mama Kabı & Suluk	Biberon	18%	%1	%0.67	24
n11-1821	Evcil Hayvan Ürünleri	Kedi	Mama Kabı & Suluk	Çelik Kaplar	18%	%1	%0.67	24
n11-1822	Evcil Hayvan Ürünleri	Kedi	Mama Kabı & Suluk	Suluk	18%	%1	%0.67	24
n11-1823	Evcil Hayvan Ürünleri	Kedi	Mama Kabı & Suluk	Seramik Kaplar	18%	%1	%0.67	24
n11-1824	Evcil Hayvan Ürünleri	Kedi	Mama Kabı & Suluk	Saklama Kapları	18%	%1	%0.67	24
n11-1825	Evcil Hayvan Ürünleri	Kedi	Mama Kabı & Suluk	Plastik Kaplar	18%	%1	%0.67	24
n11-1826	Evcil Hayvan Ürünleri	Kedi	Kedi Evleri ve Yatakları	Kedi Evleri	18%	%1	%0.67	24
n11-1827	Evcil Hayvan Ürünleri	Kedi	Kedi Evleri ve Yatakları	Kedi Yatakları	18%	%1	%0.67	24
n11-1828	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Taraklar & Fırçalar	18%	%1	%0.67	24
n11-1829	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Tırnak Makasları	18%	%1	%0.67	24
n11-1830	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Malt Macunları	18%	%1	%0.67	24
n11-1831	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Tüy Toplayıcı	18%	%1	%0.67	24
n11-1832	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Vitamin ve Ek Besinler	18%	%1	%0.67	24
n11-1833	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Süt Tozları	18%	%1	%0.67	24
n11-1834	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Şampuanlar & Parfümler	18%	%1	%0.67	24
n11-1835	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Kedi Çimi	18%	%1	%0.67	24
n11-1836	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Kedi Bakım Setleri	18%	%1	%0.67	24
n11-1837	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Pire ve Kene Ürünleri	18%	%1	%0.67	24
n11-1838	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Deri ve Tüy Bakımı	18%	%1	%0.67	24
n11-1839	Evcil Hayvan Ürünleri	Kedi	Kedi Bakımı ve Sağlık	Göz, Kulak, Ağız Bakım Ürünleri	18%	%1	%0.67	24
n11-1840	Evcil Hayvan Ürünleri	Kedi	Tırmalama Tahtası ve Evi	Tırmalama Tahtası	18%	%1	%0.67	24
n11-1841	Evcil Hayvan Ürünleri	Kedi	Tırmalama Tahtası ve Evi	Tırmalama Evi	18%	%1	%0.67	24
n11-1842	Evcil Hayvan Ürünleri	Kedi	Oyuncaklar	Kedi Oltası	18%	%1	%0.67	24
n11-1843	Evcil Hayvan Ürünleri	Kedi	Oyuncaklar	Kedi Tüneli	18%	%1	%0.67	24
n11-1844	Evcil Hayvan Ürünleri	Kedi	Oyuncaklar	Peluş Oyuncaklar	18%	%1	%0.67	24
n11-1845	Evcil Hayvan Ürünleri	Kedi	Oyuncaklar	Top Oyuncaklar	18%	%1	%0.67	24
n11-1846	Evcil Hayvan Ürünleri	Kedi	Tasma&Künye	Boyun Tasması	18%	%1	%0.67	24
n11-1847	Evcil Hayvan Ürünleri	Kedi	Tasma&Künye	Göğüs Tasması	18%	%1	%0.67	24
n11-1848	Evcil Hayvan Ürünleri	Kedi	Tasma&Künye	Kedi Künyesi	18%	%1	%0.67	24
n11-1849	Evcil Hayvan Ürünleri	Kedi	Çanta&Taşıma	Kedi Taşıma Çantası	18%	%1	%0.67	24
n11-1850	Evcil Hayvan Ürünleri	Kedi	Çanta&Taşıma	Astronot Kedi Taşıma Çantası	18%	%1	%0.67	24
n11-1851	Evcil Hayvan Ürünleri	Kemirgen	Kafes & Yuva	Tavşan Kafesi	18%	%1	%0.67	24
n11-1852	Evcil Hayvan Ürünleri	Kemirgen	Kafes & Yuva	Hamster Kafesi	18%	%1	%0.67	24
n11-1853	Evcil Hayvan Ürünleri	Kemirgen	Kafes & Yuva	Kemirgen Kafes & Yuva Diğer	18%	%1	%0.67	24
n11-1854	Evcil Hayvan Ürünleri	Kemirgen	Kemirgen Yemleri	Hamster	15%	%1	%0.67	24
n11-1855	Evcil Hayvan Ürünleri	Kemirgen	Kemirgen Yemleri	Kemirgen Yemleri Diğer	15%	%1	%0.67	24
n11-1856	Evcil Hayvan Ürünleri	Kemirgen	Kemirgen Yemleri	Tavşan	15%	%1	%0.67	24
n11-1857	Evcil Hayvan Ürünleri	Kemirgen	Oyuncak & Aksesuar	Kemirgen Oyuncak & Aksesuar Diğer	18%	%1	%0.67	24
n11-1858	Evcil Hayvan Ürünleri	Kemirgen	Oyuncak & Aksesuar	Suluk	18%	%1	%0.67	24
n11-1859	Evcil Hayvan Ürünleri	Kemirgen	Oyuncak & Aksesuar	Tasma	18%	%1	%0.67	24
n11-1860	Evcil Hayvan Ürünleri	Kemirgen	Oyuncak & Aksesuar	Yatak & Ev	18%	%1	%0.67	24
n11-1861	Evcil Hayvan Ürünleri	Kemirgen	Oyuncak & Aksesuar	Oyun Parkı	18%	%1	%0.67	24
n11-1862	Evcil Hayvan Ürünleri	Kemirgen	Oyuncak & Aksesuar	Mama Kapları	18%	%1	%0.67	24
n11-1863	Evcil Hayvan Ürünleri	Kemirgen	Talaşlar & Kemirme Taşları	Talaşlar	18%	%1	%0.67	24
n11-1864	Evcil Hayvan Ürünleri	Kemirgen	Talaşlar & Kemirme Taşları	Kemirme Taşları	18%	%1	%0.67	24
n11-1865	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Ağızlık	18%	%1	%0.67	24
n11-1866	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Şok Tasması	18%	%1	%0.67	24
n11-1867	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Çit & Egzersiz Kalemi	18%	%1	%0.67	24
n11-1868	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Video ve Kitap	18%	%1	%0.67	24
n11-1869	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Sonik Tasma	18%	%1	%0.67	24
n11-1870	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Ev Eğitimi	18%	%1	%0.67	24
n11-1871	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Düdükler	18%	%1	%0.67	24
n11-1872	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Köpek Kovucu	18%	%1	%0.67	24
n11-1873	Evcil Hayvan Ürünleri	Köpek	Eğitim & İtaat	Clicker	18%	%1	%0.67	24
n11-1874	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Bağırsak Parazitleri	18%	%1	%0.67	24
n11-1875	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Fırça & Tarak	18%	%1	%0.67	24
n11-1876	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Göz	18%	%1	%0.67	24
n11-1877	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Koku & Leke Giderici	18%	%1	%0.67	24
n11-1878	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Kulak	18%	%1	%0.67	24
n11-1879	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Kurutucu	18%	%1	%0.67	24
n11-1880	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Köpek Bit & Pire Ürünleri	18%	%1	%0.67	24
n11-1881	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Ağız Bakım	18%	%1	%0.67	24
n11-1882	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Tüy Kesici & Makas	18%	%1	%0.67	24
n11-1883	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Deri & Tüy Bakımı	18%	%1	%0.67	24
n11-1884	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Tırnak Makası	18%	%1	%0.67	24
n11-1885	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Şampuan & Yıkama	18%	%1	%0.67	24
n11-1886	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Dışkı Poşeti	18%	%1	%0.67	24
n11-1887	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Köpek Pedi	18%	%1	%0.67	24
n11-1888	Evcil Hayvan Ürünleri	Köpek	Köpek Bakım & Sağlık	Vitamin ve Ek Besinler	18%	%1	%0.67	24
n11-1889	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Köpek Elbiseleri Diğer	18%	%1	%0.67	24
n11-1890	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Gömlek & Kazak	18%	%1	%0.67	24
n11-1891	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Hırka, Süveter ve Yelek	18%	%1	%0.67	24
n11-1892	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Pantolon & Şort	18%	%1	%0.67	24
n11-1893	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Palto	18%	%1	%0.67	24
n11-1894	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Bere, Bandana, Atkı	18%	%1	%0.67	24
n11-1895	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Bot & Ayakkabı	18%	%1	%0.67	24
n11-1896	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Yağmurluk	18%	%1	%0.67	24
n11-1897	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Kostüm	18%	%1	%0.67	24
n11-1898	Evcil Hayvan Ürünleri	Köpek	Köpek Kıyafeti	Sweat-shirt ve T-shirt	18%	%1	%0.67	24
n11-1899	Evcil Hayvan Ürünleri	Köpek	Köpek Oyuncakları	Eğitim Oyuncakları	18%	%1	%0.67	24
n11-1900	Evcil Hayvan Ürünleri	Köpek	Köpek Oyuncakları	Frizbi	18%	%1	%0.67	24
n11-1901	Evcil Hayvan Ürünleri	Köpek	Köpek Oyuncakları	Kemikler	18%	%1	%0.67	24
n11-1902	Evcil Hayvan Ürünleri	Köpek	Köpek Oyuncakları	Peluş Oyuncak	18%	%1	%0.67	24
n11-1903	Evcil Hayvan Ürünleri	Köpek	Köpek Oyuncakları	Rampa & Merdiven	18%	%1	%0.67	24
n11-1904	Evcil Hayvan Ürünleri	Köpek	Köpek Oyuncakları	Top	18%	%1	%0.67	24
n11-1905	Evcil Hayvan Ürünleri	Köpek	Mama & Çiğneme	Kemik & Burgu Çubuk	15%	%1	%0.67	24
n11-1906	Evcil Hayvan Ürünleri	Köpek	Mama & Çiğneme	Konserve Mama	15%	%1	%0.67	24
n11-1907	Evcil Hayvan Ürünleri	Köpek	Mama & Çiğneme	Köpek Kuru Mama	15%	%1	%0.67	24
n11-1908	Evcil Hayvan Ürünleri	Köpek	Mama & Çiğneme	Ödül Mamaları	15%	%1	%0.67	24
n11-1909	Evcil Hayvan Ürünleri	Köpek	Mama Kabı & Suluk	Melamin Kaplar	18%	%1	%0.67	24
n11-1910	Evcil Hayvan Ürünleri	Köpek	Mama Kabı & Suluk	Biberon	18%	%1	%0.67	24
n11-1911	Evcil Hayvan Ürünleri	Köpek	Mama Kabı & Suluk	Otomatik Kaplar	18%	%1	%0.67	24
n11-1912	Evcil Hayvan Ürünleri	Köpek	Mama Kabı & Suluk	Plastik Kaplar	18%	%1	%0.67	24
n11-1913	Evcil Hayvan Ürünleri	Köpek	Mama Kabı & Suluk	Saklama Kapları	18%	%1	%0.67	24
n11-1914	Evcil Hayvan Ürünleri	Köpek	Mama Kabı & Suluk	Seramik Kaplar	18%	%1	%0.67	24
n11-1915	Evcil Hayvan Ürünleri	Köpek	Mama Kabı & Suluk	Suluk	18%	%1	%0.67	24
n11-1916	Evcil Hayvan Ürünleri	Köpek	Mama Kabı & Suluk	Çelik Kaplar	18%	%1	%0.67	24
n11-1917	Evcil Hayvan Ürünleri	Köpek	Tasma & Künye	Eğitim Tasması	18%	%1	%0.67	24
n11-1918	Evcil Hayvan Ürünleri	Köpek	Tasma & Künye	Gezdirme Tasması	18%	%1	%0.67	24
n11-1919	Evcil Hayvan Ürünleri	Köpek	Tasma & Künye	Tasma Kayışı	18%	%1	%0.67	24
n11-1920	Evcil Hayvan Ürünleri	Köpek	Tasma & Künye	Künye & Süs	18%	%1	%0.67	24
n11-1921	Evcil Hayvan Ürünleri	Köpek	Tasma & Künye	Havlama Tasması	18%	%1	%0.67	24
n11-1922	Evcil Hayvan Ürünleri	Köpek	Tasma & Künye	Göğüs Tasması	18%	%1	%0.67	24
n11-1923	Evcil Hayvan Ürünleri	Köpek	Tasma & Künye	Boyun Tasması	18%	%1	%0.67	24
n11-1924	Evcil Hayvan Ürünleri	Köpek	Tasma & Künye	Bağlama İpi	18%	%1	%0.67	24
n11-1925	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Kulübe	18%	%1	%0.67	24
n11-1926	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Korumalık	18%	%1	%0.67	24
n11-1927	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Köpek Evleri	18%	%1	%0.67	24
n11-1928	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Çanta	18%	%1	%0.67	24
n11-1929	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Çadır	18%	%1	%0.67	24
n11-1930	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Taşıma Altlıkları & Pedler	18%	%1	%0.67	24
n11-1931	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Puset	18%	%1	%0.67	24
n11-1932	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Köpek Yatakları	18%	%1	%0.67	24
n11-1933	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Köpek Minderi	18%	%1	%0.67	24
n11-1934	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Köpek Koltuk Örtüsü	18%	%1	%0.67	24
n11-1935	Evcil Hayvan Ürünleri	Köpek	Yatak, Kulübe, Taşıma	Köpek Battaniye	18%	%1	%0.67	24
n11-1936	Evcil Hayvan Ürünleri	Kuş	Kafes & Yuva	Yuva	18%	%1	%0.67	24
n11-1937	Evcil Hayvan Ürünleri	Kuş	Kafes & Yuva	Papağan Kafesi	18%	%1	%0.67	24
n11-1938	Evcil Hayvan Ürünleri	Kuş	Kafes & Yuva	Kuş Kafesi	18%	%1	%0.67	24
n11-1939	Evcil Hayvan Ürünleri	Kuş	Kafes & Yuva	Kafes Standları	18%	%1	%0.67	24
n11-1940	Evcil Hayvan Ürünleri	Kuş	Kafes & Yuva	Kafes Ayakları	18%	%1	%0.67	24
n11-1941	Evcil Hayvan Ürünleri	Kuş	Oyuncak & Aksesuar	Ayna	18%	%1	%0.67	24
n11-1942	Evcil Hayvan Ürünleri	Kuş	Oyuncak & Aksesuar	Kuş Oyuncak & Aksesuar Diğer	18%	%1	%0.67	24
n11-1943	Evcil Hayvan Ürünleri	Kuş	Oyuncak & Aksesuar	Tünek	18%	%1	%0.67	24
n11-1944	Evcil Hayvan Ürünleri	Kuş	Oyuncak & Aksesuar	Salıncak	18%	%1	%0.67	24
n11-1945	Evcil Hayvan Ürünleri	Kuş	Sağlık & Bakım	Gaga Taşları	18%	%1	%0.67	24
n11-1946	Evcil Hayvan Ürünleri	Kuş	Sağlık & Bakım	Talaşlar	18%	%1	%0.67	24
n11-1947	Evcil Hayvan Ürünleri	Kuş	Sağlık & Bakım	Kuş Kumu	18%	%1	%0.67	24
n11-1948	Evcil Hayvan Ürünleri	Kuş	Sağlık & Bakım	Kuş Sağlık & Bakım Diğer	18%	%1	%0.67	24
n11-1949	Evcil Hayvan Ürünleri	Kuş	Yem & Kraker	Tropikal Yemler	15%	%1	%0.67	24
n11-1950	Evcil Hayvan Ürünleri	Kuş	Yem & Kraker	Papağan Yemi	15%	%1	%0.67	24
n11-1951	Evcil Hayvan Ürünleri	Kuş	Yem & Kraker	Muhabbet Kuşu Yemi	15%	%1	%0.67	24
n11-1952	Evcil Hayvan Ürünleri	Kuş	Yem & Kraker	Kuş Yem & Kraker Diğer	15%	%1	%0.67	24
n11-1953	Evcil Hayvan Ürünleri	Kuş	Yem & Kraker	Kanarya Kuşu Yemi	15%	%1	%0.67	24
n11-1954	Evcil Hayvan Ürünleri	Kuş	Yemlik, Suluk, Banyoluk	Yemlik	18%	%1	%0.67	24
n11-1955	Evcil Hayvan Ürünleri	Kuş	Yemlik, Suluk, Banyoluk	Suluk	18%	%1	%0.67	24
n11-1956	Evcil Hayvan Ürünleri	Kuş	Yemlik, Suluk, Banyoluk	Banyoluk	18%	%1	%0.67	24
n11-1957	Evcil Hayvan Ürünleri	Sürüngen	Kum & Aksesuar	Ölçüm Malzemeleri	18%	%1	%0.67	24
n11-1958	Evcil Hayvan Ürünleri	Sürüngen	Kum & Aksesuar	Filtre	18%	%1	%0.67	24
n11-1959	Evcil Hayvan Ürünleri	Sürüngen	Kum & Aksesuar	Isıtıcı	18%	%1	%0.67	24
n11-1960	Evcil Hayvan Ürünleri	Sürüngen	Kum & Aksesuar	Kum	18%	%1	%0.67	24
n11-1961	Evcil Hayvan Ürünleri	Sürüngen	Kum & Aksesuar	Lamba	18%	%1	%0.67	24
n11-1962	Evcil Hayvan Ürünleri	Sürüngen	Kum & Aksesuar	Sürüngen Kum & Aksesuar Diğer	18%	%1	%0.67	24
n11-1963	Evcil Hayvan Ürünleri	Sürüngen	Kum & Aksesuar	Teraryum	18%	%1	%0.67	24
n11-1964	Evcil Hayvan Ürünleri	Sürüngen	Sağlık & Bakım	Vitamin	18%	%1	%0.67	24
n11-1965	Evcil Hayvan Ürünleri	Sürüngen	Sağlık & Bakım	İlaç	18%	%1	%0.67	24
n11-1966	Evcil Hayvan Ürünleri	Sürüngen	Sürüngen Yemleri	Diğer	15%	%1	%0.67	24
n11-1967	Evcil Hayvan Ürünleri	Sürüngen	Sürüngen Yemleri	Kaplumbağa Yemleri	15%	%1	%0.67	24
n11-1968	Evcil Hayvan Ürünleri	Sürüngen	Sürüngen Yemleri	İguana Yemleri	15%	%1	%0.67	24
n11-1969	Kırtasiye & Ofis	Defter & Ajanda	Ajandalar	Ajandalar	17%	%1	%0.67	24
n11-1970	Kırtasiye & Ofis	Defter & Ajanda	Defterler	Ciltli Defter	17%	%1	%0.67	24
n11-1971	Kırtasiye & Ofis	Defter & Ajanda	Defterler	Güzel Yazı Defteri	17%	%1	%0.67	24
n11-1972	Kırtasiye & Ofis	Defter & Ajanda	Defterler	Müzik Defteri	17%	%1	%0.67	24
n11-1973	Kırtasiye & Ofis	Defter & Ajanda	Defterler	Not Defteri & Tasarım Defter	17%	%1	%0.67	24
n11-1974	Kırtasiye & Ofis	Defter & Ajanda	Defterler	Teknik Çizim Defteri	17%	%1	%0.67	24
n11-1975	Kırtasiye & Ofis	Defter & Ajanda	Defterler	Ticari Defter ve Evraklar	17%	%1	%0.67	24
n11-1976	Kırtasiye & Ofis	Defter & Ajanda	Defterler	Resim Defteri	17%	%1	%0.67	24
n11-1977	Kırtasiye & Ofis	Defter & Ajanda	Takvimler	Takvimler	17%	%1	%0.67	24
n11-1978	Kırtasiye & Ofis	Dosyalama & Arşivleme	Arşiv Kutusu	Arşiv Kutusu	17%	%1	%0.67	24
n11-1979	Kırtasiye & Ofis	Dosyalama & Arşivleme	Ayraçlar	Ayraçlar	17%	%1	%0.67	24
n11-1980	Kırtasiye & Ofis	Dosyalama & Arşivleme	Karton Klasör	Karton Klasör	17%	%1	%0.67	24
n11-1981	Kırtasiye & Ofis	Dosyalama & Arşivleme	Magazinlik	Magazinlik	17%	%1	%0.67	24
n11-1982	Kırtasiye & Ofis	Dosyalama & Arşivleme	Plastik Klasör	Plastik Klasör	17%	%1	%0.67	24
n11-1983	Kırtasiye & Ofis	Dosyalama & Arşivleme	Poşet Dosya	Poşet Dosya	17%	%1	%0.67	24
n11-1984	Kırtasiye & Ofis	Dosyalama & Arşivleme	Sunum Dosyası	Sunum Dosyası	17%	%1	%0.67	24
n11-1985	Kırtasiye & Ofis	Dosyalama & Arşivleme	Sıkıştırmalı Dosyalar	Sıkıştırmalı Dosyalar	17%	%1	%0.67	24
n11-1986	Kırtasiye & Ofis	Kağıt Ürünleri	Barkod & Yazıcı Etiketleri	Barkod & Yazıcı Etiketleri	17%	%1	%0.67	24
n11-1987	Kırtasiye & Ofis	Kağıt Ürünleri	Diğer	Diğer	17%	%1	%0.67	24
n11-1988	Kırtasiye & Ofis	Kağıt Ürünleri	Not Kağıtları	Not Alma Kağıtları	17%	%1	%0.67	24
n11-1989	Kırtasiye & Ofis	Kağıt Ürünleri	Not Kağıtları	Yapışkanlı Not Kağıtları	17%	%1	%0.67	24
n11-1990	Kırtasiye & Ofis	Kağıt Ürünleri	Pano & Teknik Kağıtları	Karbon Kağıdı	17%	%1	%0.67	24
n11-1991	Kırtasiye & Ofis	Kağıt Ürünleri	Pano & Teknik Kağıtları	Plotter Kağıtları	17%	%1	%0.67	24
n11-1992	Kırtasiye & Ofis	Kağıt Ürünleri	Pano & Teknik Kağıtları	Aydınger & Eskiz Kağıtları	17%	%1	%0.67	24
n11-1993	Kırtasiye & Ofis	Kağıt Ürünleri	Pano & Teknik Kağıtları	Flipchart & Pano Kağıtları	17%	%1	%0.67	24
n11-1994	Kırtasiye & Ofis	Kağıt Ürünleri	Tebrik Kartları	Tebrik Kartları	17%	%1	%0.67	24
n11-1995	Kırtasiye & Ofis	Kağıt Ürünleri	Yazıcı ve Fotokopi Kağıtları	Fotokopi Kağıdı	6%	%1	%0.67	15
n11-1996	Kırtasiye & Ofis	Kağıt Ürünleri	Yazıcı ve Fotokopi Kağıtları	Faks Kağıdı Ruloları	17%	%1	%0.67	24
n11-1997	Kırtasiye & Ofis	Kağıt Ürünleri	Yazıcı ve Fotokopi Kağıtları	Fotoğraf Kağıtları	17%	%1	%0.67	24
n11-1998	Kırtasiye & Ofis	Kağıt Ürünleri	Yazıcı ve Fotokopi Kağıtları	Sürekli Form Kağıtları	17%	%1	%0.67	24
n11-1999	Kırtasiye & Ofis	Kağıt Ürünleri	Yazıcı ve Fotokopi Kağıtları	Yazar Kasa ve Termal Rulolar	17%	%1	%0.67	24
n11-2000	Kırtasiye & Ofis	Kağıt Ürünleri	Zarflar	CD, DVD ve Mektup Zarfları	17%	%1	%0.67	24
n11-2001	Kırtasiye & Ofis	Kağıt Ürünleri	Zarflar	Torba Zarf	17%	%1	%0.67	24
n11-2002	Kırtasiye & Ofis	Kağıt Ürünleri	Zarflar	Diplomat ve Para Zarfları	17%	%1	%0.67	24
n11-2003	Kırtasiye & Ofis	Kağıt Ürünleri	Zarflar	Hava Kabarcıklı Zarflar	17%	%1	%0.67	24
n11-2004	Kırtasiye & Ofis	Kalem ve Yazı Gereçleri	Asetat & CD Kalemleri	Asetat & CD Kalemleri	17%	%1	%0.67	24
n11-2005	Kırtasiye & Ofis	Kalem ve Yazı Gereçleri	Divit Kalem	Divit Kalem	17%	%1	%0.67	24
n11-2006	Kırtasiye & Ofis	Kalem ve Yazı Gereçleri	Fosforlu Kalem	Fosforlu Kalem	17%	%1	%0.67	24
n11-2007	Kırtasiye & Ofis	Kalem ve Yazı Gereçleri	Kalem Uçları	Kalem Uçları	17%	%1	%0.67	24
n11-2008	Kırtasiye & Ofis	Kalem ve Yazı Gereçleri	Kalem Yedekleri	Kalem Yedekleri	17%	%1	%0.67	24
n11-2009	Kırtasiye & Ofis	Kalem ve Yazı Gereçleri	Keçe Uçlu Kalem	Keçe Uçlu Kalem	17%	%1	%0.67	24
n11-2010	Kırtasiye & Ofis	Kalem ve Yazı Gereçleri	Kurşun Kalem	Kurşun Kalem	17%	%1	%0.67	24
